url,headline,date,body,snippet,headline_word_count,body_word_count
https://www.perthnow.com.au/news/7-news-perth/medicinal-cannabis-clinic-offers-fresh-start-to-chronic-pain-sufferer-ng-b881049077z,Medicinal cannabis clinic offers fresh start to chronic pain sufferer,"December 12, 2018 6:25PM","Perth’s first medicinal cannabis clinic aims to help doctors and patients access the controversial drug faster and with less red tape but it is not straightforward or cheap. Chronic pain sufferer Francesca James, 27, says the clinic is a fresh start for her. “It been a nightmare. This is a godsend ... my life sucked before cannabis,” she said. A consultation at a new clinic in Subiaco can prescribe the medicinal cannabis she used to import illegally. But the process not as simple as many think. You have to be referred to the clinic by a GP. After a 45-minute consultation the doctor decides if medicinal cannabis is suitable for a patient. But before they can prescribe medicinal cannabis permission needs be given by the Therapeutic Goods Administration and WA Health Department. That can take up to a month. If permission is granted the clinic can write a prescription which patients take to a pharmacy which then has to order it, usually in oil form. Not only is it hard to obtain medicinal cannabis it is also expensive. It is not on the Pharmaceutical Benefits Scheme so patients must pay the full price. Depending on the dosage — the average is about $300 to $350 a month. But for long-time sufferers like Ms James it is worth the expense. “This is her chance to get her life back,” Dr Berenice Blakemore, of Cannabis Access Clinics, said.","Dec 12, 2018 ... Perth's first medicinal cannabis clinic aims to help doctors and patients access the drug faster and with less red tape but it is not ...",10,236
https://www.perthnow.com.au/opinion/rendezview/its-all-talk-and-no-action-on-medicinal-cannabis-ng-eb5ceb5136f17ecfc4ee580c71655c5d.amp,It’s all talk and no action on medicinal cannabis,"March 2, 2016 9:00PM","The Government’s embracing of cannabis as the great green hope for our farmers is a classic case of framing themselves as helping make something evil turn into good. As always, all is not as it seems. So far, it means nothing for most and only offers a thread of hope for a chosen few. These steps are more like marching on the spot than moving forward. At a distance, it looks effective, but in reality it is all just for show. And what a show governments have put on: there was a sparkly announcement last year that the Queensland Government would be involved in a single trial of testing the efficacy of medicinal cannabis on children with severe epilepsy. Then the Federal Government said it would take steps to decriminalise the growing of the wonder plant for medical purposes. Now the state says our laws, if and when they are eventually drafted, debated, voted on and enacted, will be the most progressive in the country and will open new industries and help the sick and dying. But so far — nothing. It smacks of 2003, when then NSW premier Bob Carr and then PM John Howard announced four years of medicinal cannabis clinical trials. They never happened. Importantly, nothing has changed for the many already using medicinal cannabis oil and spray. No lifeline has been extended, no amnesty offered to create secure and legal lines of supply during the many years it will take for the tiniest changes to be made. Pertinently, the talk around medicinal cannabis has all been around working with pharmaceutical companies. This is a product that already has experts making it. It is already helping those willing to step outside the law. And it is most effective when as close to its natural state as possible — no pill press, boxing conveyor belt or assembly line required.  All the Government needs to do is to legitimise and embrace the covert industry and its knowledge, not focus solely on legislation and economy ahead of health. Last month, in response to a parliamentary e-petition to change the law to free up access to medicinal cannabis for those who need it now, Health Minister Cameron Dick reiterated that cannabis in all forms is illegal. The Government is therefore being churlish and misleading in saying that they want to make medicinal cannabis available to more sick people. They could do that now, but they haven’t. And they are wrong in indicating that the move on Tuesday will legally put medicinal cannabis under the tongues of Queenslanders who are sick or dying: the only thing it changes is that it lays out a possible legal route in which the state’s chief medical officer can give permission to individuals to be part of specific clinical trials. That will not change the status quo — and too bad for the dying, who do not have time to wait for the world to change.  Dick said individuals who wanted to access medicinal cannabis now could apply to the Federal Government’s Therapeutic Goods Administration under its Special Access Scheme. Just how many people have done that and how many were approved is unknown, but I would wager the answer is none. The healing properties within the cannabis plant have been embraced for thousands of years. It has forever been food, clothing and medicine. The Declaration of Independence was drafted on hemp paper and early American flags were made from hemp cloth.  Its status was changed by magicians who turned the life-giving wonder plant into a demonic danger right before the public’s eyes 100 years ago.  We were all robbed of nature’s nutritious, healing gift, in all its forms. I bought some hulled hemp seed at a natural food store the other day. Hemp seed is a complete vegetable protein, perfect for an active person like me. Stuck on the front of the packaging is a warning that hemp seed has not been approved for human consumption in Australia and New Zealand. We are islands in this — the rest of the world uses it as a key food for exercisers.  More action and less talk is required. We must shift out thinking, offer an amnesty to those already making medicinal cannabis and those who will use it before any legislative wheels might start turning. Medicinal cannabis can do no harm. And we must have legal steps that make medicinal cannabis available to more than just a handful on a specific clinical trial. Otherwise, the Government must stop hinting that medicinal cannabis will be Queensland farmers’ saving grace and broad hope for the sick and dying and, instead, be honest about it being pharmaceutical companies’ future new cash cow. Jane Fynes-Clinton is a Queensland-based journalist. fclintonj@optusnet.com.au  Originally published as It’s all talk and no action on medicinal cannabis","Mar 3, 2016 ... The Government's embracing of cannabis as the great green hope for our farmers is a classic case of framing themselves as helping make ...",9,802
https://www.perthnow.com.au/news/health/perth-company-little-green-pharma-grows-was-first-medicinal-cannabis-crop-ng-b88691777z,Perth company Little Green Pharma grows WA’s first medicinal cannabis crop,"December 15, 2017 7:21AM","THE first crop of medical cannabis is being grown in WA by a company that has a former director-general of health as an adviser. Perth phytopharmaceutical company Little Green Pharma is cultivating its first plants at a secure hydroponic growing facility south of Perth. The company said it was the first time medical cannabis had been grown locally and it expected to have product available for patients within the first few months of next year. Dr Neale Fong, a former WA director-general of health, sits on its advisory board, and Perth GP Joe Kosterich is a medical adviser.  Little Green Pharma managing director Fleta Solomon said 13 companies were licensed to produce medical cannabis in Australia but only a few had a permit to start production. Her company was the only one in WA with a licence and permit to grow plants locally.  It had taken six months of work for it to reach cultivation stage this week. It had developed a novel delivery system which allowed patients to use a “micro dose”.  The products would be manufactured at a local licensed facility monitored by health authorities. The company also planned to start research on the use of medical cannabis with several WA and overseas research institutions.","Dec 14, 2017 ... THE first crop of medical cannabis is being grown in WA by a company that has a former director-general of health as an adviser.",11,207
https://www.perthnow.com.au/news/qld/pauline-hanson-makes-plea-over-medicinal-cannabis-ng-d1bbfa3f1181b512fe8845a4133395e2.amp,Pauline Hanson makes plea over medicinal cannabis,"January 8, 2017 8:37AM","PAULINE Hanson has directly lobbied Prime Minister Malcolm Turnbull to provide an amnesty to suppliers and users of medicinal cannabis. Her appeal to Mr Turnbull follows the raid on the house of an Adelaide woman who produces and supplies medicinal cannabis oil for free to terminally ill patients around Australia. Senator Hanson appealed to One Nation supporters to lobby the Prime Minister to support an amnesty for medicinal cannabis users and suppliers. “Most of you know I’ve been a long advocate of Medicinal Cannabis, due to its effective relief for so many ailments, conventional drugs can’t offer,” Ms Hanson posted on her Facebook page. “I can reveal yesterday, I appealed directly to the Prime Minister to intervene and give amnesty to users and suppliers of this vital life saving drug so many people and families are no longer forced to use this in secret.” Senator Hanson called for the politicians across Australia to follow the lead of the Labor Government and LNP opposition in Queensland, who in a bipartisan agreement last year, passed legislation to allow patients to access medicinal cannabis.  She called on the Prime Minister to look at federal legislation to allow for legal suppliers to operate within the law. “My understanding is, there is no legal supplier at present in Australia and hence the police raid on this supplier,” she wrote. South Australian police raided the northern Adelaide home of Jenny Hallam last Wednesday morning and seized products and equipment related to the production of cannabis oil. A long-time advocate for medicinal cannabis, Ms Hallam supplies her cannabis oil to the sick and terminally ill all across Australia. Senator Hanson said anyone who backs new medicinal cannabis legislation should contact the Prime Minister. “Please show your support and let’s lobby the Prime Minister to intervene and help save these families. I’m sure his office would appreciate your call tomorrow on (02) 9327 3988.  “Be nice, though, we want his support! “I thank all politicians who have got behind this cause and ask those who haven’t, raise your white flag on party politics for a moment and lets work together to give these people some help in a time of need.” Senator Hanson and Mr Turnbull have been contacted for further comment. Originally published as Pauline’s plea to PM over pot","Jan 8, 2017 ... PAULINE Hanson has directly lobbied Prime Minister Malcolm Turnbull to provide an amnesty to suppliers and users of medicinal cannabis.",7,383
https://www.perthnow.com.au/community-news/western-suburbs-weekly/uwa-researchers-to-lead-world-first-study-into-effect-of-medicinal-cannabis-on-insomnia-c-847767,UWA researchers to lead world-first study into effect of medicinal cannabis on insomnia,"April 30, 2018 1:00PM","PERTH researchers are leading a world-first study into the effect of medicinal cannabis on insomnia. About one in three Australians has regular difficulty getting to sleep or staying asleep, and researchers believe the sedation effect brought on by medicinal cannabis could be an alternative treatment to prescription medication. UWA study lead Professor Peter Eastwood said 24 adults have been selected for the study. “Medicinal cannabis is a big issue, and it’s been in the news a lot lately; this trial will provide the first evidence-based answers on whether it works in people with insomnia,” he said. “It could be a game changer, not just for people with insomnia.” Prof Eastwood said many prescription medications have unpleasant side effects, with previous research indicating medicinal cannabis would have fewer side effects. Participants will put medicinal cannabis or a placebo in an oil formulation under the tongue one hour before going to bed, with one night spent in the UWA Centre for Sleep Science and the rest of the two weeks spent at home with a wrist-based activity monitor to measure sleep quality. The process will be repeated with the second formulation for the double-blind placebo crossover trial. The cannabinoid extract will be provided by Zelda Therapeutics, a medicinal cannabis research company. Results are expected by the end of this year. MORE: Police charge children after crash in stolen car in Como MORE: Police seek public help following Maida Vale crash MORE: Kelmscott murder: family releases statement as police charge man","Apr 29, 2018 ... PERTH researchers are leading a world-first study into the effect of medicinal cannabis on insomnia. About one in three Australians has ...",13,248
https://www.perthnow.com.au/news/wa/green-light-for-medicinal-cannabis-in-wa-ng-39cd1664cded7a46b069ba409fef6d17,Green light for medicinal cannabis in WA,"May 5, 2017 7:05AM","AUSTRALIAN drug regulators have granted what is believed to be the first licence to grow medical cannabis in WA. AusCann, whose chairman is former WA Federal Liberal MP Mal Washer, will announce today that it has approval for a secure outdoor cultivation facility in WA, and hopes to have its first locally grown product ready next year. The licence was granted by the Office of Drug Control and makes AusCann one of only a few companies to be given approval in Australia. Until its cultivation facility is operating in WA, the company will import medical cannabis from Chile in partnership with Canopy Growth Corporation, one of Canada’s biggest medicinal cannabis companies. AusCann managing director Elaine Darby said it was a major milestone in the company’s bid to be a leading supplier of high quality and affordable medicinal cannabis for Australian patients. She said there would be a major focus on educating doctors about the potential uses of the product. The company was bringing Canadian medical cannabis expert Danial Schecter to Perth this month to give an educational talk at the University of WA Club. “We’re not saying it is suitable for all patients but there is good evidence about the use of cannabinoid medicines for indications such as chronic pain,” Ms Darby said. “There are a considerable number of people who could benefit from a treatment where the side effects are quite low.” Australian Medical Association WA president Andrew Miller said he was sceptical about the demand because he believed only a small number of patients could benefit from medicinal cannabis. “People have to understand that it’s not cannabis, it doesn’t have the THC that gives people a high,” Dr Miller said. “We’re not prudes, we’re just scientists.”","May 4, 2017 ... AUSTRALIAN drug regulators have granted what is believed to be the first licence to grow medical cannabis in WA.",7,288
https://www.perthnow.com.au/news/medicine/medicinal-cannabis-clinics-fined-over-ads-c-8722356,Medicinal cannabis clinics fined over ads,"November 1, 2022 11:32AM","Two companies running medicinal cannabis clinics have been fined for targeting cancer and epilepsy sufferers through advertising on their websites and social media platforms. The Therapeutic Goods Administration says the NSW based Australian Institute of Medicinal Cannabis Pty Ltd and Biologics Research Institute Australia Pty Ltd promoted the use of unregistered prescription-only medicinal cannabis products. The government regulator says the advertising included unapproved references to serious diseases or conditions including cancer and epilepsy. Some advertising also suggested or implied that particular medicinal cannabis products were recommended or approved by a government authority, the TGA said. Prescription-only medications cannot be advertised to the public in Australia. Australian Institute of Medicinal Cannabis was fined $106,560 and Biologics Research Institute Australia was fined $133,200.","Oct 31, 2022 ... Two medicinal cannabis clinics have been fined by the Therapeutic Goods Administration for unlawfully advertising their products.",6,121
https://www.perthnow.com.au/news/nsw/337m-donation-for-medicinal-cannabis-research-inspired-by-love-for-suffering-granddaughter-ng-c33c6f5ccad31b246511d1b0b4974aa7,$33.7m donation for medicinal cannabis research inspired by love for suffering granddaughter,"June 12, 2015 9:05PM","THE grandparents of a little girl who suffers severe epileptic seizures have stunned the University of Sydney by making the biggest-ever donation for research at the institution — $33.7 million.  Little Katelyn Lambert can suffer up to 1400 seizures a day and medicinal cannabis could save her life. Her grandparents, Barry and Joy Lambert, made the enormous donation to the university yesterday to investigate the future use of medicinal cannabis in treating childhood epilepsy and other illnesses. Mr Lambert said he and his wife decided to donate the huge sum after seeing his granddaughter respond to cannabis treatments for her debilitating condition. “Our vision is to make Australia a world-leader in researching how to realise the powerful medicinal potential of the cannabis plant,” he said. “The experience of our granddaughter has opened our eyes to the ­extraordinary possibility of cannabinoids treating not only her condition but a range of chronic illnesses. “We believe this investment in the future of Australian science and medicine will provide the much-needed evidence to rapidly advance the use of medicinal cannabinoids in the treatment of childhood epilepsy and other serious illnesses.”  University vice-chancellor Dr Michael Spence said that the donation would put Australia ahead in researching the medicinal properties of the cannabis plant. “The Lamberts’ unprecedented gift holds the promise of achieving innovative and effective new medicines to alleviate the suffering of countless numbers of people,” he said. Originally published as $33m gift to uni for research into pot","Jun 12, 2015 ... Medicinal cannabis could save the life of little Katelyn Lambert, who can suffer more than 1000 seizures a day, so her grandparents have ...",12,244
https://www.perthnow.com.au/news/fresh-calls-to-change-states-medicinal-cannabis-driving-laws-c-9836649,Fresh calls to change state’s medicinal cannabis driving laws,"February 22, 2023 3:05PM","Victoria’s cannabis laws are causing countless chronically ill people to instead take addictive prescription medications, a doctor has warned. It comes amid proposed new laws for the state which would allow to users to drive with the drug detectable in their system. The bill was introduced to the upper house on Wednesday by members of the Legalise Cannabis Party which nabbed two seats at the last election. Among the changes to the Road Safety act would include it no longer being an offence for otherwise unimpaired drivers to have detectable tetrahydrocannabinol (THC) in their blood or oral fluid. TCH is the primary psychoactive substance from cannabis. Dr Karen Hitchcock, who works as a GP specialising in medicinal cannabis, said Victoria’s current laws were pushing patients towards other prescription drugs. “I am referred patients with insomnia, often to assist them to withdraw from addictive drugs with overdose potential – benzodiazepines such as valium and temazepam, opiates, antipsychotics such as quetiapine, and hypnotics,” she said. Dr Hitchcock said a dose of cannabis oil before bed is “often all that is required” to treat symptoms but this can stay in a driver’s system after “the effects of the cannabis have long abated”. “Unfortunately by morning, the patient may still have traces of THC in their saliva, and it may be detected in their blood for weeks,” she said. “Many patients choose to stay on their more dangerous and more addictive medications because of the driving laws. Others take a risk, as the relief and increase in quality of life now that they are sleeping soundly are worth the risk of losing their licence. Dr Hitchcock went on to say the current laws could cause pain-stricken drivers to become a danger on the roads due to a lack of sleep. “Sleep deprivation, we know, grossly impairs driving ability. It is time the laws were changed to reflect the reality that cannabis is a medicine,” she said. “It is time we stopped mistaking innocent citizens for criminals”. Legalise Cannabis Victoria MP David Ettershank, who represents the Western Metropolitan region, said the laws should be focused on impairment, not just THC being present. “People who have been prescribed a medicine and can drive safely should be allowed to drive – this is how we treat every single prescription medicine in Victoria, except medicinal cannabis, and it’s time for that to be corrected,” he said. “Testing for the sheer presence of THC rather than impairment is not right. This failure is based on stigma rather than evidence and the law for cannabis needs to be brought in line with all other prescription medicines.” Currently, Tasmania is the only state which provides a medical defence for driving with the presence of THC in bodily fluids. This is only applicable if the medicinal cannabis is obtained and administered in accordance with state laws. In response to a Bill on the issue in 2019, the Victorian government established the Medicinal Cannabis and Safe Driving Working Group and commissioned research into its potential impact. Originally published as Fresh calls to change state’s medicinal cannabis driving laws","Feb 21, 2023 ... A doctor has warned a state's current laws are forcing chronically ill people to take addictive prescription medications.",9,515
https://www.perthnow.com.au/news/vic/parents-of-toddler-cooper-treated-with-medicinal-cannabis-told-police-would-be-called-if-drug-used-again-ng-6e9274a431aa71a3732bcb473f8d53e6.amp,"Parents of toddler Cooper, treated with medicinal cannabis, told police would be called if drug used again","September 29, 2014 9:30PM","THE Melbourne couple that controversially gave their sick toddler cannabis oil now fear for their son’s life after hospital doctors last night threatened to call the police if the drug was administered.  Cassie Batten and Rhett Wallace discharged their son Cooper from The Northern Hospital in Epping before the cannabis could be confiscated. They now feel they have nowhere to turn because doctors refuse to use the drug on hospital grounds. It is the first time the family has been prepared to reveal the name of the hospital that has been supporting the use of the cannabis oil and tincture for the treatment of the three-year-old’s life-threatening seizures. Hospital records show staff at The Northern previously included cannabis oil on Cooper’s drug chart. PREVIOUSLY: Parents face questions over marijuana treatment But staff yesterday called off their support. Hospital spokesman Ryan Brown said: “it is inappropriate for The Northern Hospital to comment on a patient’s health or well being. It is, however, Northern Hospital policy not to condone the administration of an illegal substance”. One of the hospital’s lawyers last night tried negotiating with Mr Wallace, who admitted to becoming emotional during a meeting with staff. “They (the hospital) said they would call the police and confiscate the cannabis. “Out of respect we have not intended to release the name of the hospital but now we feel we have no choice, we believe he could go downhill.” The parents acknowledged removing Cooper was against medical advice. “Our opinion is that he should be in hospital, but if he can’t have the cannabis oil then he is going to go backwards,” Mr Wallace said. “We would rather take the risk of the short-term illness, try to manage it at home, than the risk of brain damage which is what happens every time he has a seizure.” Mr Wallace and Ms Batten said they had rushed Cooper to emergency about 11.30am after he developed a fever and became dehydrated. “Like any person, we don’t want police involvement but we will go to any length for Cooper, ,” Mr Wallace said. The parents called state politicians from the hospital ward last night. Both parties have previously vowed to overhaul the law and allow the clinical trials of medicinal cannabis.  “We’re stuck in a solution where both major political parties are willing to support it in future but we need a solution here and now, for Cooper’s sake,” Mr Wallace said. andrea.hamblin@news.com.au Originally published as Police fears over cannabis treatment","Sep 29, 2014 ... THE Melbourne couple that controversially gave their sick toddler cannabis oil now fear for their son's life after hospital doctors last ...",17,415
