url,headline,date,body,snippet,headline_word_count,body_word_count
https://news.griffith.edu.au/2023/01/17/barriers-to-accessing-to-medicinal-cannabis/,403 Forbidden,,,"Jan 17, 2023 ... Interest in cannabis-based medicines (CBMs) has increased in Australia, but while recent policy and legislative changes have enabled health ...",2,0
https://news.griffith.edu.au/2019/10/29/health-app-pitch-hopes-to-facilitate-cannabis-prescription/,403 Forbidden,,,"Oct 29, 2019 ... ... in the annual Brisbane conference HealthHack in September, pitching a technology solution to support medicinal cannabis prescription.",2,0
https://news.griffith.edu.au/category/griffith-health/school-of-pharmacy-and-medical-sciences/,403 Forbidden,,,"Interest in cannabis-based medicines (CBMs) has increased in Australia, but while recent policy and legislative changes have enabled health practitioners to ...",2,0
https://news.griffith.edu.au/2019/10/page/2/,403 Forbidden,,,"Oct 29, 2019 ... ... pitching a technology solution to support medicinal cannabis prescription. Each year, Health Hack brings together problem owners, ...",2,0
https://news.griffith.edu.au/category/griffith-health/school-of-medicine-and-dentistry/,403 Forbidden,,,"Barriers to accessing to medicinal cannabis. Interest in cannabis-based medicines (CBMs) has increased in Australia, but while recent policy and legislative ...",2,0
https://news.griffith.edu.au/topics/women-in-stemm/,403 Forbidden,,,"Oct 29, 2019 ... ... in the annual Brisbane conference HealthHack in September, pitching a technology solution to support medicinal cannabis prescription.",2,0
https://news.griffith.edu.au/topics/professor-john-flood/,403 Forbidden,,,"Oct 29, 2019 ... ... pitching a technology solution to support medicinal cannabis prescription. Each year, Health Hack brings together problem owners, ...",2,0
https://news.griffith.edu.au/category/study-area/health/,403 Forbidden,,,$2.8 million in grants for medical research ... Team takes out medical prize for IUD research ... Barriers to accessing to medicinal cannabis.,2,0
https://news.griffith.edu.au/category/griffith-health/griffith-health-institute/,403 Forbidden,,,"Barriers to accessing to medicinal cannabis. Interest in cannabis-based medicines (CBMs) has increased in Australia, but while recent policy and legislative ...",2,0
https://news.griffith.edu.au/topics/dr-monique-lewis/,403 Forbidden,,,"Oct 29, 2019 ... ... pitching a technology solution to support medicinal cannabis prescription. Each year, Health Hack brings together problem owners, ...",2,0
https://news.griffith.edu.au/category/griffith-health/school-of-health-sciences-and-social-work/,403 Forbidden,,,"Barriers to accessing to medicinal cannabis. Interest in cannabis-based medicines (CBMs) has increased in Australia, but while recent policy and legislative ...",2,0
https://news.griffith.edu.au/page/3/?p=n%2F,403 Forbidden,,,"Jan 19, 2023 ... The question of how to regulate medicinal cannabis has been a major source of debate in many countries and continues to divide the public ...",2,0
https://news.griffith.edu.au/2014/11/19/medical-marijuana-up-for-debate-at-epilepsy-symposium/,403 Forbidden,,,"Nov 19, 2014 ... Professor Roy Beran, a neurologist from Griffith's School of Medicine will be one of the panellists discussing medical marijuana. He says he is ...",2,0
https://news.griffith.edu.au/category/arts-education-law/institute-for-ethics-governance-and-law/,403 Forbidden,,,"Barriers to accessing to medicinal cannabis. Interest in cannabis-based medicines (CBMs) has increased in Australia, but while recent policy and legislative ...",2,0
https://news.griffith.edu.au/category/study-area/,403 Forbidden,,,"Barriers to accessing to medicinal cannabis. Interest in cannabis-based medicines (CBMs) has increased in Australia, but while recent policy and legislative ...",2,0
https://news.griffith.edu.au/category/arts-education-law/,403 Forbidden,,,"Barriers to accessing to medicinal cannabis. Interest in cannabis-based medicines (CBMs) has increased in Australia, but while recent policy and legislative ...",2,0
https://news.griffith.edu.au/category/griffith-health/mhiq/,403 Forbidden,,,"Barriers to accessing to medicinal cannabis. Interest in cannabis-based medicines (CBMs) has increased in Australia, but while recent policy and legislative ...",2,0
https://news.griffith.edu.au/topics/professor-roy-beran/,403 Forbidden,,,"Nov 19, 2014 ... The pros and cons of medical marijuana is a discussion focus at the fifth annual Queensland Epilepsy Symposium, Epilepsy – On the Horizon.",2,0
https://news.griffith.edu.au/topics/epilepsy/,403 Forbidden,,,"The pros and cons of medical marijuana is a discussion focus at the fifth annual Queensland Epilepsy Symposium, Epilepsy – On the Horizon.",2,0
https://news.griffith.edu.au/2014/11/page/5/,403 Forbidden,,,"Nov 20, 2014 ... The pros and cons of medical marijuana is a discussion focus at the fifth annual Queensland Epilepsy Symposium, Epilepsy – On the Horizon.",2,0
https://news.griffith.edu.au/category/study-area/feed/,403 Forbidden,,,The question of how to regulate medicinal cannabis has been a major source of debate in many countries and continues to divide the public health community.,2,0
https://news.griffith.edu.au/category/news/feed/,403 Forbidden,,,The question of how to regulate medicinal cannabis has been a major source of debate in many countries and continues to divide the public health community.,2,0
https://news.griffith.edu.au/category/research/feed/,403 Forbidden,,,The question of how to regulate medicinal cannabis has been a major source of debate in many countries and continues to divide the public health community.,2,0
https://news.griffith.edu.au/author/christen-hill/feed/,403 Forbidden,,,Griffith University Bachelor of Medical Laboratory Science Program ... Planning expert says CBD downsizing will have major implications for cities,2,0
https://news.griffith.edu.au/category/study-area/business-and-government/feed/,403 Forbidden,,,"... liquids with or without nicotine, whether they vape cannabis, or other herbs. ... Griffith University Bachelor of Medical Laboratory Science Program.",2,0
https://news.griffith.edu.au/category/griffith-business-school/feed/,403 Forbidden,,,"Griffith University's new CBD campus is on-track to open in 2026 with expressions of ... “Our research is used in our teaching and also by nurses, medical ...",2,0
