url,headline,date,body,snippet,headline_word_count,body_word_count
https://www.9news.com.au/national/medicinal-marijuana-australia-guillain-barre-syndrome-sufferer-says-illegal-cannabis-saved-his-life/fcefe07d-5489-459e-8a07-4b8120aef0fe,Exclusive: Guillain–Barre syndrome sufferer says 'illegal' cannabis saved his life,"12:56pm May 21, 2019",,"May 21, 2019 ... A 59-year-old Guillain–Barre syndrome sufferer says medical cannabis is the only treatment that offers him ...",10,0
https://www.9news.com.au/national/olivia-newton-johhn-60-minutes-cancer-medicinal-cannabis-key-to-recovery/3fe1b1ce-f8dd-43fd-b534-d2f4000dfd1e,Olivia Newton John says medicinal cannabis is key to her cancer recovery,"9:30pm Aug 4, 2019",,"Aug 4, 2019 ... Olivia Newton-John says medicinal marijuana is a key part of her treatment for stage four cancer. In an exclusive interview with 60 Minutes ...",12,0
https://www.9news.com.au/medicinal-cannabis,Medicinal cannabis news headlines,"6:12pm Feb 22, 2023",,"Without medical cannabis listed on the pharmaceutical benefit scheme, treating the pain can cost hundreds of dollars a month. marijuana 3:55pm Feb 11, 2022.",4,0
https://www.9news.com.au/national/australian-company-cann-group-limited-medicinal-cannabis-sleep-capsules/d0ac1614-db69-45ba-8972-d0004e00ee07,How one Aussie company is working to make medicinal cannabis sleep capsules accessible,"6:29pm Jun 29, 2022",,"Jun 29, 2022 ... Australian company works to make medicinal cannabis sleep capsules more accessible. The manufacturing hub is the largest in Australia. (9News).",13,0
https://www.9news.com.au/national/medicinal-cannabis-victorian-bowel-cancer-patient-charged-with-cultivating-cannabis-for-her-treatment/770dd532-74bd-4d8e-a347-270a4070cded,Victorian bowel cancer patient charged with cultivating cannabis,"1:19pm Oct 17, 2019",,"Oct 17, 2019 ... Alice Burns said a lack of affordable medicinal cannabis led to her decision to grow her own cannabis, which she then used to make cannabis ...",8,0
https://www.9news.com.au/national/margaret-river-home-to-growing-top-secret-medicinal-cannabis-farm/50b0561d-6f7b-4502-9ebd-b79e91b1ec90,'Top-secret' medicinal cannabis farm opens in WA,"9:07pm Aug 19, 2019",,"Aug 19, 2019 ... 9News has been given an exclusive look inside the state's first legal medicinal cannabis farm, situated som...",7,0
https://www.9news.com.au/national/medicinal-cannabis-positive-effects-cancer-chemotherapy/f40afb10-a8b1-4dc2-b2fa-a80efcdf0bd9,Patients prefer medicinal cannabis in chemotherapy trial,"7:27pm Sep 18, 2020",,"Sep 18, 2020 ... Medicinal cannabis has been shown to make a difference for cancer patients to relieve the side-effects of c...",7,0
https://www.9news.com.au/national/medical-cannabis-provides-positive-results-for-children-with-autism-in-melbourne-study/fa501e34-884e-4a1f-bd48-a05c2e9ee42f,Medical cannabis provides positive results for children with autism in Melbourne study,"5:33pm Nov 18, 2022",,"Nov 18, 2022 ... A groundbreaking new trial of medicinal cannabis in Melbourne has uncovered positive results in treating ch...",12,0
https://www.9news.com.au/national/olivia-newton-john-60-minutes-medical-cannabis-advocate-after-cancer-treatment-news/da315271-7387-47e0-a14e-c7fbb9a4b18b,Olivia Newton-John: 'Medicinal cannabis enhanced my quality of life' ,"12:01pm Aug 2, 2019",,"Aug 2, 2019 ... Olivia, John and Chloe are now cannabis converts, and now want medicinal cannabis legalised as an alternati...",9,0
https://www.9news.com.au/national/medicinal-cannabis-victoria-state-mps-push-to-allow-people-with-prescriptions-to-drive/a4ba9e86-813c-4a2f-b8ce-b0add0954f87,Victorian MPs push to allow medicinal cannabis users to drive,"6:12pm Feb 22, 2023",,"Feb 22, 2023 ... Medicinal cannabis users will be allowed to drive with the drug in their system, if two new Victorian upper...",10,0
https://www.9news.com.au/national/medicinal-cannabis-patients-facing-supply-nightmare-as-demand-surges/b5a3fd08-36f0-4780-b0ef-eee4d122a17e,'I see a look of horror on his face': Medicinal cannabis patients facing supply nightmare as demand surges,"2:24pm Apr 5, 2021",,"Apr 5, 2021 ... Brisbane mum Lanai Carter isn't sure how her son's next medical cannabis prescription can be filled. Lindsay Carter, 22, has been using both ...",18,0
https://www.9news.com.au/national/drug-driving-laws-review-queensland-could-permit-medicinal-cannabis-users-drive/17d376e8-5744-4b5e-9a38-18bcaef3dfd0,Medicinal cannabis users could be granted drug driving exemption in Queensland,"10:44am Aug 29, 2022",,"Aug 29, 2022 ... ""At this point of time the approach taken in Queensland for medicinal cannabis is taken due to THC being a psychoactive substance that has shown ...",11,0
https://www.9news.com.au/world/first-thai-batch-of-medicinal-cannabis/beccaed6-5bce-481b-bc29-c79836c3cd1a,First Thai batch of medicinal cannabis,"10:55pm Aug 1, 2019",,"Aug 1, 2019 ... A new civilian government has said it has made developing the medical marijuana industry a top priority to create economic opportunities in ...",6,0
https://www.9news.com.au/national/medicinal-cannabis-product-on-pharmaceutical-benefits-scheme-to-help-dravet-syndrome-epilepsy-sufferers/cc15f3bd-46ec-4270-9196-2833f1b771f3,First ever medicinal cannabis product on PBS will help kids with rare epilepsy,"3:36pm Apr 30, 2021",,"Apr 30, 2021 ... The medicine does not include THC, the psychoactive component of the cannabis plant that delivers the high – only cannabidiol, which has already ...",13,0
https://www.9news.com.au/national/medical-cannabis-australia-marijuana-local-growers-queensland-symptoms-news/e1961e5a-172c-4a80-b071-1e344554166e,Hope for patients struggling to pay for medical cannabis,"3:55pm Feb 11, 2022",,"Feb 11, 2022 ... But without medical cannabis listed on the pharmaceutical benefit scheme, treating the pain can cost hundreds of dollars a month. Medicinal ...",9,0
