url,headline,date,body,snippet,headline_word_count,body_word_count
https://junkee.com/medicinal-cannabis-new-study/329955,403 Forbidden,,,"May 11, 2022 ... Research from the University of Sydney has revealed that since 2020, the people being prescribed medical cannabis are mostly aged 20 to 31.",2,0
https://junkee.com/medical-marijuana-australia-anxiety/313890,403 Forbidden,,,"Nov 24, 2021 ... Medical marijuana is legal in Australia, and has been having extraordinary results for those who struggle with anxiety and insomnia.",2,0
https://junkee.com/cannabis-australia-greens-legal/342051,403 Forbidden,,,"Sep 26, 2022 ... The proposed legislation will also look to allow medicinal users to drive with THC in their system, as long as they're not impaired. Currently, ...",2,0
https://junkee.com/whats-going-on-with-medicinal-weed-in-australia/281326,403 Forbidden,,,"Oct 2, 2020 ... It's actually only one of the few farms growing totally Australian cultivated cannabis, even though thousands of Aussie patients are now using ...",2,0
https://junkee.com/victoria-will-be-the-first-state-to-legalise-medicinal-marijuana-stoners-immediately-misinterpret-the-news-3/66753,403 Forbidden,,,"Oct 6, 2015 ... Leading the way for the rest of the country, the Victorian Labor government has this afternoon approved a plan to start a trial of medicinal ...",2,0
https://junkee.com/please-enjoy-these-photos-of-premier-dan-andrews-gazing-lovingly-at-these-cannabis-buds/82599,403 Forbidden,,,"Aug 16, 2016 ... ... Photos Of Premier Dan Andrews Gazing Lovingly At Some Cannabis Buds ... of him staring in pride at this new crop of medicinal cannabis.",2,0
https://junkee.com/get-way-easier-access-medical-marijuana-australia/96574,403 Forbidden,,,"Feb 22, 2017 ... Even though medical marijuana is now legal in Australia, ... doctors and patients to import medicinal cannabis from international sources, ...",2,0
https://junkee.com/legalise-cannabis-party-why-more-votes/331467,403 Forbidden,,,"May 26, 2022 ... ABC's The Drum discussed why the Legalise Cannabis Australia Party won ... If you personally consume cannabis for medicinal or recreational ...",2,0
https://junkee.com/tag/medicinal-marijuana,403 Forbidden,,,A list of all the articles that contain a tag of medicinal marijuana.,2,0
https://junkee.com/alan-jones-is-australias-best-hope-for-legalised-recreational-marijuana/41818,403 Forbidden,,,"Sep 18, 2014 ... Abbott wrote that he has “no problem with the medical use of cannabis” and that “if a drug is needed for a valid medicinal purpose and is ...",2,0
https://junkee.com/medicinal-marijuana-senate/108491,403 Forbidden,,,"Jun 13, 2017 ... A push from the Greens to allow terminally ill patients access to fast-tracked medicinal cannabis has passed the Senate today!",2,0
https://junkee.com/grace-tame-bong-photo-weed-laws/321726,403 Forbidden,,,"Feb 15, 2022 ... Labor: The Australian Labor Party mirrors the Liberal Party when it comes to cannabis, in that it supports medicinal use but not recreational ...",2,0
